2015-04-27T07:26:45Z,35.661495,139.677856,0.000000,48.000000,0.000000,0.000000
2015-04-27T07:27:46Z,35.661514,139.677932,0.000000,52.854000,0.000000,0.000000
2015-04-27T07:28:47Z,35.661512,139.678044,0.000000,44.665001,0.000000,0.000000
2015-04-27T07:30:01Z,35.661510,139.677997,0.000000,47.992001,0.000000,0.000000
2015-04-27T07:31:23Z,35.661487,139.677966,0.000000,49.766998,0.000000,0.000000
2015-04-27T07:32:24Z,35.661524,139.678026,0.000000,46.192001,0.000000,0.000000
2015-04-27T07:33:28Z,35.661549,139.677989,0.000000,49.577999,0.000000,0.000000
2015-04-27T07:34:30Z,35.661412,139.677604,0.000000,103.372002,0.000000,0.000000
2015-04-27T07:35:32Z,35.661291,139.679027,61.400002,8.000000,110.400002,1.677051
2015-04-27T07:36:38Z,35.660596,139.678992,109.300003,14.000000,124.199997,1.414214
2015-04-27T07:37:44Z,35.660116,139.679903,82.500000,15.000000,96.699997,1.677051
2015-04-27T07:38:59Z,35.659640,139.681323,78.699997,9.000000,160.300003,1.414214
2015-04-27T07:40:05Z,35.658880,139.682763,110.800003,17.000000,96.500000,2.549510
2015-04-27T07:41:11Z,35.658886,139.683640,69.000000,18.000000,142.300003,2.236068
2015-04-27T07:42:17Z,35.658917,139.683881,101.400002,9.000000,295.600006,1.118034
2015-04-27T07:43:24Z,35.658847,139.684109,54.700001,12.000000,0.000000,0.500000
2015-04-27T07:44:44Z,35.659046,139.684008,86.800003,47.000000,0.000000,0.000000
2015-04-27T07:50:28Z,35.659204,139.700539,74.199997,38.000000,202.800003,0.901388
2015-04-27T07:54:00Z,35.660703,139.701877,166.699997,36.000000,95.599998,0.250000
2015-04-27T07:55:06Z,35.654446,139.705149,82.699997,25.000000,138.300003,20.953817
2015-04-27T07:57:17Z,35.643413,139.711777,41.200001,18.000000,155.199997,18.000000
2015-04-27T07:59:38Z,35.630907,139.716677,65.000000,53.000000,156.500000,17.750000
2015-04-27T08:01:25Z,35.626230,139.723963,7.400000,28.000000,149.199997,14.389667
2015-04-27T08:03:40Z,35.620135,139.728478,127.099998,35.000000,150.899994,7.017834
2015-04-27T08:04:41Z,35.619114,139.737039,46.900002,4.000000,26.700001,19.000000
2015-04-27T08:05:54Z,35.625488,139.739929,75.800003,46.000000,21.000000,0.250000
2015-04-27T08:06:58Z,35.627724,139.738429,49.599998,16.000000,198.000000,0.559017
2015-04-27T08:08:14Z,35.627575,139.739885,45.599998,37.000000,312.200012,2.549510
2015-04-27T08:09:24Z,35.627774,139.739607,105.300003,25.000000,0.000000,0.000000
2015-04-27T08:10:41Z,35.628198,139.739104,113.500000,22.000000,0.000000,0.000000
2015-04-27T08:11:53Z,35.628208,139.739127,125.199997,42.000000,0.000000,0.000000
2015-04-27T08:13:00Z,35.627482,139.739748,116.599998,20.000000,16.900000,0.250000
2015-04-27T08:14:15Z,35.628598,139.739757,177.800003,51.000000,114.300003,1.030776
2015-04-27T08:15:20Z,35.631046,139.739584,56.500000,15.000000,4.500000,12.290749
2015-04-27T08:16:22Z,35.637159,139.741451,58.299999,8.000000,18.600000,10.000000
2015-04-27T08:17:30Z,35.642636,139.744193,178.300003,36.000000,28.799999,9.370832
2015-04-27T08:18:36Z,35.648824,139.754044,92.900002,18.000000,48.400002,23.750000
2015-04-27T08:19:45Z,35.663237,139.758788,82.900002,21.000000,3.100000,17.508926
2015-04-27T08:21:29Z,35.667307,139.758369,29.100000,24.000000,307.600006,9.552486
2015-04-27T08:22:36Z,35.675798,139.763955,114.500000,31.000000,51.599998,11.250000
2015-04-27T08:23:44Z,35.680279,139.767311,280.100006,37.000000,21.500000,2.000000
2015-04-27T08:25:03Z,35.680777,139.766183,122.300003,56.000000,0.000000,0.000000
2015-04-27T08:26:09Z,35.682432,139.766965,210.600006,43.000000,20.600000,12.290749
2015-04-27T08:27:15Z,35.690991,139.770734,60.799999,15.000000,19.799999,21.005951
2015-04-27T08:28:22Z,35.702499,139.773584,81.400002,12.000000,14.700000,17.250000
2015-04-27T08:29:56Z,35.711362,139.774731,86.500000,40.000000,7.800000,8.500000
2015-04-27T08:31:00Z,35.712932,139.776254,21.700001,15.000000,305.899994,4.190763
2015-04-27T08:32:05Z,35.712992,139.776100,74.500000,18.000000,0.000000,0.000000
2015-04-27T08:33:44Z,35.713001,139.776039,46.500000,15.000000,55.200001,2.500000
2015-04-27T08:34:48Z,35.716016,139.778144,83.400002,9.000000,45.099998,6.250000
2015-04-27T08:35:53Z,35.721565,139.778593,56.200001,11.000000,318.399994,13.759088
2015-04-27T08:36:59Z,35.726783,139.772369,68.599998,15.000000,0.000000,0.000000
2015-04-27T08:38:07Z,35.727437,139.770502,209.300003,31.000000,0.000000,0.000000
2015-04-27T08:39:42Z,35.733797,139.775381,64.599998,12.000000,293.200012,0.707107
2015-04-27T08:40:48Z,35.732439,139.784403,51.700001,12.000000,106.800003,23.648468
2015-04-27T08:41:54Z,35.732612,139.797671,94.099998,20.000000,55.799999,9.263504
2015-04-27T08:42:59Z,35.733517,139.798495,79.400002,20.000000,52.900002,0.250000
2015-04-27T08:44:04Z,35.743076,139.802174,79.599998,26.000000,3.000000,25.240097
2015-04-27T08:45:14Z,35.748494,139.804575,89.000000,28.000000,0.000000,0.000000
2015-04-27T08:46:20Z,35.752318,139.805237,125.599998,33.000000,7.900000,16.935539
2015-04-27T08:48:58Z,35.765158,139.844791,51.400002,17.000000,57.099998,24.505102
2015-04-27T08:50:04Z,35.768685,139.863269,66.900002,11.000000,84.400002,27.790510
2015-04-27T08:51:09Z,35.768905,139.882451,71.599998,12.000000,97.300003,26.269041
2015-04-27T08:52:15Z,35.776917,139.897883,36.099998,13.000000,15.400000,26.254761
2015-04-27T08:53:49Z,35.784241,139.899555,44.599998,45.000000,0.000000,0.000000
2015-04-27T08:54:52Z,35.791982,139.904011,37.700001,7.000000,26.500000,26.754673
2015-04-27T08:55:58Z,35.805086,139.914765,55.400002,8.000000,28.500000,25.500000
